Index,Quelle,Projektname,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Lizenz,Lizenz-Organisation
216,https://www.civic-coding.de/community/projekt/ki-gestutzte-moderation-von-online-diskussionen-diskriminierungsarm-gestalten-ki-modi/821,KI-gestützte Moderation von Online-Diskussionen diskriminierungsarm gestalten (KI-MoDi),https://www.civic-coding.de/community/projekt/ki-gestutzte-moderation-von-online-diskussionen-diskriminierungsarm-gestalten-ki-modi/821,Civic Coding,Unbekannt,"Mit KI-MoDi möchten wir modellhaft zeigen, wie man Diskriminierungsrisiken von KI-Systemen analysieren und ihnen entgegenwirken kann. Am Beispiel des bestehenden Systems KOSMO erarbeiten wir ein Modell zur Analyse und Reduktion von Diskriminierung in KI-Sprachmodellen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
217,https://www.civic-coding.de/community/projekt/org-ai-nisation-smartes-dienstplanungstool-fur-faire-arbeitsbedingungen-im-gesundheitswesen/819,Org-AI-nisation: Smartes Dienstplanungstool für faire Arbeitsbedingungen im Gesundheitswesen,https://www.civic-coding.de/community/projekt/org-ai-nisation-smartes-dienstplanungstool-fur-faire-arbeitsbedingungen-im-gesundheitswesen/819,Civic Coding,Unbekannt,"Die Dienstplanung in Kliniken ist komplex und daher sind die Bedürfnisse des Personals oft zweitrangig. Unser KI-gestütztes Tool soll eine dynamische, faire und transparente Planung ermöglichen, indem individuelle Präferenzen und Rückmeldungen des Personals berücksichtigt werden.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
218,https://www.civic-coding.de/community/projekt/tinder-fur-arbeitsplaetze-fur-mehr-matches-auf-dem-arbeitsmarkt/815,"Tinder für Arbeitsplätze - Für mehr ""Matches"" auf dem Arbeitsmarkt",https://www.civic-coding.de/community/projekt/tinder-fur-arbeitsplaetze-fur-mehr-matches-auf-dem-arbeitsmarkt/815,Civic Coding,Unbekannt,"Viele Menschen haben Probleme bei der Suche nach einer Arbeitsstelle. Wir wollen diesem Problem mit einem KI-gestützten Algorithmus, das sich am „Tinder-Swipen“ orientiert, entgegentreten und für mehr „Matches“ auf dem Arbeitsmarkt sorgen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
219,https://www.civic-coding.de/community/projekt/stereoff-automatisierte-identifikation-und-analyse-von-geschlechterstereotypen/814,StereOFF - Automatisierte Identifikation und Analyse von Geschlechterstereotypen,https://www.civic-coding.de/community/projekt/stereoff-automatisierte-identifikation-und-analyse-von-geschlechterstereotypen/814,Civic Coding,Unbekannt,"Um Geschlechterungleichheiten in der Gesellschaft entgegenzuwirken, entwickeln wir das Tool StereoOff, das Geschlechterstereotype in Lernmaterialien des Aus- und Weiterbildungsbereichs automatisiert identifiziert und langfristig auf vielfältige Domänen übertragen werden kann.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
220,https://www.civic-coding.de/community/projekt/112-ki-rettet-leben/813,112 - KI rettet Leben.,https://www.civic-coding.de/community/projekt/112-ki-rettet-leben/813,Civic Coding,Unbekannt,"Jede Sekunde zählt beim Notruf. 30% der Anrufe senden keine GPS Daten, weshalb durch Abfragen der Standort bestimmt werden muss. Dies kann akustisch extrem schwierig sein. Unser KI-System unterstützt die Anrufzentrale um die Person zu lokalisieren – und Hilfe zu schicken.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
221,https://www.civic-coding.de/community/projekt/kiring-new-employees-effiziente-social-media-praesenz-durch-innovative-technologie/811,„KI“ring new employees: Effiziente Social Media-Präsenz durch innovative Technologie,https://www.civic-coding.de/community/projekt/kiring-new-employees-effiziente-social-media-praesenz-durch-innovative-technologie/811,Civic Coding,Unbekannt,"Diese Projektidee setzt auf KI in Human Ressources, um die Social Media Präsenz von Kleinbetrieben, Kommunen sowie Handwerksbetrieben zu stärken und dem Fachkräftemangel entgegenzuwirken. KI erstellt individuelle Inhalte, um die Reichweite und Personalbeschaffung zu verbessern.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
222,https://www.civic-coding.de/community/projekt/senior-residenz-soziale-aktivitaeten-vorschlagende-und-organisatorin/810,Senior Residenz Soziale Aktivitäten Vorschlagende und Organisatorin,https://www.civic-coding.de/community/projekt/senior-residenz-soziale-aktivitaeten-vorschlagende-und-organisatorin/810,Civic Coding,Unbekannt,"Eine App schlägt vor, fördert, organisiert und unterstützt soziale Aktivitäten, die auf die individuellen Profile der Bewohner eines Seniorenheims zugeschnitten sind, und zwar im Kontext der Einrichtungen und der lokalen Umgebung.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
223,https://www.civic-coding.de/community/projekt/fr-ai-willig-ki-asisstent-fur-vereine/809,Fr-AI-willig: KI Asisstent für Vereine,https://www.civic-coding.de/community/projekt/fr-ai-willig-ki-asisstent-fur-vereine/809,Civic Coding,Unbekannt,"KI-unterstützter Chatbot für Vereine: Effiziente Verwaltung von Kommunikation, Terminen, Projekten, Finanzen und administrativen Aufgaben. Entlastet ehrenamtliche Führung und sorgt für reibungslose Prozesse. Intuitiv zu nutzen, zeitsparend, kosteneffektiv und zuverlässig.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
224,https://www.civic-coding.de/community/projekt/speaksense-ai-diagnostics-a-voice-based-ai-solution-for-detecting-and-diagnosing-depression/807,SpeakSense AI Diagnostics: A voice-based AI solution for detecting and diagnosing depression.,https://www.civic-coding.de/community/projekt/speaksense-ai-diagnostics-a-voice-based-ai-solution-for-detecting-and-diagnosing-depression/807,Civic Coding,Unbekannt,SpeakSense AI Diagnostics - Revolutionizing medical diagnosis with AI. Our voice-based application accurately detects and diagnoses depression and suicidal persons based on speech patterns and voice characteristics. Making healthcare more accessible and efficient. #AIDiagnostics.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
225,https://www.civic-coding.de/community/projekt/karriere-ki-ckstart/805,Karriere-KI-ckstart,https://www.civic-coding.de/community/projekt/karriere-ki-ckstart/805,Civic Coding,Unbekannt,"KI-basierter Chatbot hilft bei Karriere durch personalisierte Jobempfehlungen, beschleunigte Bewerbungsprozesse und 24/7 Verfügbarkeit. Stärken werden verbessert, Fähigkeiten identifiziert. Ressourcen und Datenanalyse unterstützen Fortschritt in Bewerbung und Karriereentwicklung.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
226,https://www.civic-coding.de/community/projekt/ideationai-neue-ideen-und-loesungen-durch-ki-gestutzte-ideation/803,IdeationAI: Neue Ideen und Lösungen durch KI-gestützte Ideation,https://www.civic-coding.de/community/projekt/ideationai-neue-ideen-und-loesungen-durch-ki-gestutzte-ideation/803,Civic Coding,Unbekannt,"IdeationAI hilft dabei Probleme zu identifizieren und innovative Lösungen zu generieren. Mit Hilfe von künstlicher Intelligenz wird eine breite Palette an Lösungsoptionen erstellt und anschließend bewertet, was die Chancen auf erfolgreiche Innovationen erhöht.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
227,https://www.civic-coding.de/community/projekt/ki-unterstutztes-sensemaking-als-mittel-zur-depolarisierung-der-gesellschaft/802,KI-unterstütztes Sensemaking als Mittel zur Depolarisierung der Gesellschaft,https://www.civic-coding.de/community/projekt/ki-unterstutztes-sensemaking-als-mittel-zur-depolarisierung-der-gesellschaft/802,Civic Coding,Unbekannt,"Unsere Gesellschaft ist durch eine starke Tendenz der Polarisierung geprägt, die zu sozialen Spannungen innerhalb der Gesellschaft führt. Mithilfe eines KI-unterstüztes Sensemaking soll die Fähigkeit von Personen gestärkt werden, die Perspektive anderer Personen zu verstehen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
228,https://www.civic-coding.de/community/projekt/omos-online-migrationsberatung-ohne-sprachbarrieren/801,OMoS - Online-Migrationsberatung ohne Sprachbarrieren,https://www.civic-coding.de/community/projekt/omos-online-migrationsberatung-ohne-sprachbarrieren/801,Civic Coding,Unbekannt,"Migrationsberatung ist ressourcenintensiv. Mit Hilfe des NLP-Frameworks Haystack wollen wir existente Datenbanken nutzen, um grundlegende Fragen zu beantworten und mit KI-basierten Machine Translations eine Echtzeit-Beratung mit Simultanübersetzungen den Aufwand minimieren.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
229,https://www.civic-coding.de/community/projekt/ki-basierte-assistenz-fur-ein-aktiveres-und-eigenstaendigeres-leben-mit-diabetes/800,KI-basierte Assistenz für ein aktiveres und eigenständigeres Leben mit Diabetes.,https://www.civic-coding.de/community/projekt/ki-basierte-assistenz-fur-ein-aktiveres-und-eigenstaendigeres-leben-mit-diabetes/800,Civic Coding,Unbekannt,"Eine App die Menschen mit insulinpflichtigem Diabetes beim Sport unterstützt. Durch die Kombination von medizinischen Leitlinien und Gesundheitssensoren, werden Tipps und Empfehlungen zum Sport erstellt. Mittels KI-basierten Datenanalysen werden die Inhalte dann personalisiert.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
230,https://www.civic-coding.de/community/projekt/leed-ai-legal-education-ai/799,LeEd-AI (Legal Education AI),https://www.civic-coding.de/community/projekt/leed-ai-legal-education-ai/799,Civic Coding,Unbekannt,"Grundgedanke ist es, einen hochschuldidaktischen Interventionsdesigner (=Lehre) zu entwickeln. Anhand von Kontextinformationen und Zielen soll ein Grobkonzept auf mittlerer Abstraktion didaktischen Handelns, ausgegeben werden. Dieses soll als Rahmen für die Detailplanung dienen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
231,https://www.civic-coding.de/community/projekt/ki-lehrplattform/790,KI Lehrplattform,https://www.civic-coding.de/community/projekt/ki-lehrplattform/790,Civic Coding,Unbekannt,"Unsere Lehrplattform für KI-Bildung soll Lehrkräften leicht Zugang zu Materialien bieten, um KI-Wissen im Unterricht inhaltlich hochwertig zu vermitteln. Wir möchten Lehrkräfte unterstützen, guten Unterricht zu geben und Schüler:innen gute KI-Bildung ermöglichen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
232,https://www.civic-coding.de/community/projekt/mi4people-machine-intelligence-fur-das-gemeinwohl/786,MI4People - Machine Intelligence für das Gemeinwohl,https://www.civic-coding.de/community/projekt/mi4people-machine-intelligence-fur-das-gemeinwohl/786,Civic Coding,Unbekannt,"MI4People ist ein Netzwerk von hoch-qualifizierten Volontären, die KI- und Data-Science-Anwendungen erstellen, die dabei helfen humanitäre und ökologische Probleme unserer Welt zu lösen. Es soll als R&D Department für das Gemeinwohlsektor agieren.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
233,https://www.civic-coding.de/community/projekt/feminist-ai-and-digital-policy-roundtable-eine-feministische-zukunftsvision/783,Feminist AI and Digital Policy Roundtable - eine feministische Zukunftsvision,https://www.civic-coding.de/community/projekt/feminist-ai-and-digital-policy-roundtable-eine-feministische-zukunftsvision/783,Civic Coding,Unbekannt,"Die Vision einer feministischen Zukunft durch den Einsatz von KI und entsprechenden digitalpolitischen Leitlinien haben wir in den letzten sechs Monaten mit einer Reihe von relevanten Stakekolder:innen in unserem ""Feminist AI and Digital Policy Roundtable"" gestartet.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
234,https://www.civic-coding.de/community/projekt/ki-basierte-burgerkommunikation-fur-soziales-und-oekologisches-loswerden-von-dingen/782,"KI-basierte Bürgerkommunikation für soziales und ökologisches ""Loswerden von Dingen""",https://www.civic-coding.de/community/projekt/ki-basierte-burgerkommunikation-fur-soziales-und-oekologisches-loswerden-von-dingen/782,Civic Coding,Unbekannt,"Es wird ein Bot konzipiert, der Nutzerinnen und Nutzer Entscheidungsoptionen aufzeigt, wie er/sie Dinge nachhaltig loswerden kann. Die Person gibt Informationen zum Objekt, Zustand und Ort und erhält auf Basis von KI sehr schnell sachlich formulierte Vorschläge.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
235,https://www.civic-coding.de/community/projekt/blowi/781,BLOWI,https://www.civic-coding.de/community/projekt/blowi/781,Civic Coding,Unbekannt,Blog im Open-Access-Format als Möglichkeit der Wissenschaftskommunikation. Anschlussfähige Themen aus Gesellschaft und Wirtschaft mittels KI finden.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
236,https://www.civic-coding.de/community/projekt/entlastung-von-pflegekraeften-per-ki/779,Entlastung von Pflegekräften per KI,https://www.civic-coding.de/community/projekt/entlastung-von-pflegekraeften-per-ki/779,Civic Coding,Unbekannt,"Um unser Gesundheitssystem zu erhalten, ist die Gesundheitsvorsorge von Pflegekräften ein wichtiges Anliegen. Mit einem zu entwickelnden System, sollen Pflegekräfte unterstützt werden, körperliche Belastungen zu erkennen / zu vermeiden und Gegenmaßnahmen zu empfehlen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
237,https://www.civic-coding.de/community/projekt/ki-luftanalyse-von-schimmelsporen-pollen-und-anderen-gesundheitsschaedlichen-partikeln-einsetzbar-von-und-fur-jeden/778,"KI - Luftanalyse von Schimmelsporen, Pollen und anderen gesundheitsschädlichen Partikeln, einsetzbar von und für Jeden.",https://www.civic-coding.de/community/projekt/ki-luftanalyse-von-schimmelsporen-pollen-und-anderen-gesundheitsschaedlichen-partikeln-einsetzbar-von-und-fur-jeden/778,Civic Coding,Unbekannt,"Onsite.ai entwickelt eine automatisierte und KI-basierte Luftanalyse von Schimmelsporen, Pollen, Ruß und anderen potenziell gesundheitsschädlichen Partikeln. Dazu bauen wir tragbare Analysegeräte, die es jeder Person ermöglichen quantitative Luftanalysen selbst durchzuführen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
238,https://www.civic-coding.de/community/projekt/selbstmanagement-to-go-wie-ki-gestutzte-apps-menschen-mit-behinderung-am-uebergang-ausbildung-beruf-begleiten-koennen/776,"Selbstmanagement to go - wie KI-gestützte Apps Menschen mit Behinderung am Übergang ""Ausbildung-Beruf"" begleiten können",https://www.civic-coding.de/community/projekt/selbstmanagement-to-go-wie-ki-gestutzte-apps-menschen-mit-behinderung-am-uebergang-ausbildung-beruf-begleiten-koennen/776,Civic Coding,Unbekannt,"Eine bestehende App hat das Ziel Azubis mit Behinderung am Übergang „Ausbildung-Beruf” zu begleiten. Es wird ein Dialog mit der Zielgruppe aufgebaut, um ethische Aspekte von KI-Features für einen verantwortungsvollen Einsatz in der beruflichen Rehabilitation zu validieren.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
239,https://www.civic-coding.de/community/projekt/aiapply-bewerbungsschreiben-leicht-gemacht/775,AiApply: Bewerbungsschreiben leicht gemacht,https://www.civic-coding.de/community/projekt/aiapply-bewerbungsschreiben-leicht-gemacht/775,Civic Coding,Unbekannt,"Ein Bewerbungsprozess ist zeitaufwändig, voller Stolpersteine und in Zeiten von ""Robo-Recruitern"" schwieriger denn je. AiApply unterstützt den Bürger dabei, in Rekordzeit eine erfolgreiche Bewerbung zu erstellen - maßgeschneidert auf eine vorhandene Stellenausschreibung.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
240,https://www.civic-coding.de/community/projekt/coach2life/773,Coach2Life,https://www.civic-coding.de/community/projekt/coach2life/773,Civic Coding,Unbekannt,Coach2Life ist ein KI-gestütztes Werkzeug zur quantitativen und qualitativen Verbesserung medizinischer und beruflicher Rehabilitationsprozesse sowie zur Kostenreduktion insbesondere im Sozialsystem.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
241,https://www.civic-coding.de/community/projekt/ki-gestutzte-hybride-lehre/772,KI-gestützte Hybride Lehre,https://www.civic-coding.de/community/projekt/ki-gestutzte-hybride-lehre/772,Civic Coding,Unbekannt,"Die Pandemie hat digitalen Lehre vorangebracht. Zurück in Vorlesungssälen gilt es nun beide Welten in einem hybriden Konzept zu vereinigen. KI kann helfen: Sprachgesteuerte Videokonferenzen, kontextbasierte Tools, automatische Protokollierung, … Möglich mit heutiger Technologie",CC-BY-NC-ND 4.0,https://www.civic-coding.de
242,https://www.civic-coding.de/community/projekt/ki-gerechte-lehre-und-evaluation/771,KI-Gerechte Lehre und Evaluation,https://www.civic-coding.de/community/projekt/ki-gerechte-lehre-und-evaluation/771,Civic Coding,Unbekannt,"Hausarbeiten erledigen heute generative KIs wie ChatGPT; erste Unis verbieten den Gebrauch. Ist das der richtige Weg? Was wir brauchen sind Lernkonzepte, die den verantwortungsvollen Umgang mit diesen modernen Tools vermitteln, ohne den Lernerfolg von Lernenden zu opfern.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
243,https://www.civic-coding.de/community/projekt/oer-lehrvideo-assistent/770,OER-Lehrvideo-Assistent,https://www.civic-coding.de/community/projekt/oer-lehrvideo-assistent/770,Civic Coding,Unbekannt,"Eine KI kann dabei unterstützen aus fertigen Materialien (u.a. Präsentationen) Lehrvideos zu erstellen. GPT erstellt aus Notizen einen Sprechertext. Aus diesem und den Folien wird ein Storyboard erstellt, das Nutzenden in der QA editiert. Text-To-Speech-KIs erstellen die Tonspur.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
244,https://www.civic-coding.de/community/projekt/konstruktiver-zugang-zu-ki-im-bildungswesen/767,Konstruktiver Zugang zu KI im Bildungswesen,https://www.civic-coding.de/community/projekt/konstruktiver-zugang-zu-ki-im-bildungswesen/767,Civic Coding,Unbekannt,Bei dem kooperativen Vorhaben soll der konstruktive Zugang zu und ein reflektierter Umgang mit aktuellen KI-Tools wie GPT-3 und-4 für das Bildungswesen ermöglicht werden. Vor allem SchülerInnen und LehrerInnen sollen eine geschützte Umgebung bereitgestellt bekommen.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
245,https://www.civic-coding.de/community/projekt/diskriminierung-in-ki-erkennen-und-vermeiden/766,Diskriminierung in KI erkennen und vermeiden,https://www.civic-coding.de/community/projekt/diskriminierung-in-ki-erkennen-und-vermeiden/766,Civic Coding,Unbekannt,"Wir begleiten die Einführung von KI mit dem Ziel einer möglichst diskriminierungsfreien Gestaltung. Gesucht: Partnerorganisation, die KI/ADM bereits einsetzt oder entwickelt. Wir bieten die sozio-technische Expertise für Diskriminierungserkennung und -vermeidung.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
246,https://www.civic-coding.de/community/projekt/abracadabra/765,Abracadabra,https://www.civic-coding.de/community/projekt/abracadabra/765,Civic Coding,Unbekannt,"Abracadabra ist ein interaktives Tool zum Erstellen von Angeboten, Kostenvoranschlägen und Verträgen bis zur Fertigstellung einer Rechnung. KI-basierte Starthilfe für Freiberufler. Optimiert für alle digitalen Berufe wie z.B. Designer, Entwickler, Übersetzer und Content Manager",CC-BY-NC-ND 4.0,https://www.civic-coding.de
247,https://www.civic-coding.de/community/projekt/mit-sensoren-und-ki-einfache-prototypen-entwickeln-ganz-ohne-it-faehigkeiten/764,"Mit Sensoren und KI einfache Prototypen entwickeln, ganz ohne IT Fähigkeiten",https://www.civic-coding.de/community/projekt/mit-sensoren-und-ki-einfache-prototypen-entwickeln-ganz-ohne-it-faehigkeiten/764,Civic Coding,Unbekannt,"Die Entwicklung nachhaltiger (low-Carb)-Geschäftsmodelle ist für KMU eine große Herausforderung. Die Kombination von Internet of Things (IoT), Umwelt-Sensorik (Air-Quality) und Künstliche Intelligenz (KI) ist dabei die elementare Basis für einen nachhaltigen und digitalen Wandel.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
248,https://www.civic-coding.de/community/projekt/barrierefreie-informationen-end-to-end-auf-knopfdruck-inhalte-in-leichter-sprache-inklusive-bebilderung-erstellen/763,"Barrierefreie Informationen ""end to end"": Auf Knopfdruck Inhalte in Leichter Sprache inklusive Bebilderung erstellen",https://www.civic-coding.de/community/projekt/barrierefreie-informationen-end-to-end-auf-knopfdruck-inhalte-in-leichter-sprache-inklusive-bebilderung-erstellen/763,Civic Coding,Unbekannt,"Leicht verständlicher Text ist nur ein Element von barrierefreien Inhalten in Leichter Sprache. Mit dazu gehört ebenfalls eine anschauliche Bebilderung! Diese wollen wir mithilfe von KI automatisieren, sodass Informationen für alle gleichberechtigt zugänglich sind.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
249,https://www.civic-coding.de/community/projekt/tagged-ki-teilhabe-fur-menschen-mit-geistiger-behinderung-durch-ki-fur-ambient-assisted-living-resilienz-austausch/762,"TAGGED-KI – Teilhabe für Menschen mit Geistiger Behinderung durch KI für Ambient Assisted Living, Resilienz, Austausch",https://www.civic-coding.de/community/projekt/tagged-ki-teilhabe-fur-menschen-mit-geistiger-behinderung-durch-ki-fur-ambient-assisted-living-resilienz-austausch/762,Civic Coding,Unbekannt,"Menschen mit geistiger Behinderung (Zielgr. 1) werden unterstützt, um tägliche Anforderungen sicherer zu meistern und stärker teilzuhaben. Betreuende (Zielgr. 2) werden entlastet und in ihrer Dokumentationspflicht unterstützt, sodass mehr Zeit für hochwertige Interaktion bleibt.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
250,https://www.civic-coding.de/community/projekt/dementia-voicebot/760,Dementia VoiceBot,https://www.civic-coding.de/community/projekt/dementia-voicebot/760,Civic Coding,Unbekannt,KI-basierter ChatBot zur Telefonkommunikation (VoiceBot) für die Anwendung bei Demenzkranken oder alleinstehenden älteren Menschen zur Entlastung von Angehörigen und Pflegepersonal mit dem Ziel den Krankheitsverlauf positiv zu beeinflussen.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
251,https://www.civic-coding.de/community/projekt/ant-e-antisemitismus-erkennen-handy-app-fur-junge-menschen-zur-erkennung-von-antisemitismus-im-medienalltag/759,ANT-E: ANTISEMITISMUS ERKENNEN! Handy-App für junge Menschen zur Erkennung von Antisemitismus im Medienalltag,https://www.civic-coding.de/community/projekt/ant-e-antisemitismus-erkennen-handy-app-fur-junge-menschen-zur-erkennung-von-antisemitismus-im-medienalltag/759,Civic Coding,Unbekannt,"Entwicklung eines KI-basierten Tools, das junge Menschen bild- sprach- und gaming-basiert dazu befähigt, antisemitische Kommunikationsinhalte und -Muster durch einen Selbsttest zu erkennen, zu reflektieren und sich dagegen stark zu machen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
252,https://www.civic-coding.de/community/projekt/ki-leicht-gemacht-mit-dem-humanoiden-roboter-zum-selberbauen-ki-anwendungen-einfach-verstehen-und-selbst-anwenden/757,KI leicht gemacht - mit dem humanoiden Roboter zum Selberbauen KI-Anwendungen einfach verstehen und selbst anwenden,https://www.civic-coding.de/community/projekt/ki-leicht-gemacht-mit-dem-humanoiden-roboter-zum-selberbauen-ki-anwendungen-einfach-verstehen-und-selbst-anwenden/757,Civic Coding,Unbekannt,"Mit Hilfe von pib, einem humanoiden Roboter zum Selberbauen, können Jugendliche durch ein neu konzipiertes KI-Modul spielend einfach KI verstehen lernen und selbst anwenden. Der Einsatz ist im Rahmen des Projektes pib@school an Schulen und Bildungseinrichtungen geplant.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
253,https://www.civic-coding.de/community/projekt/automatisiert-lernendes-und-selbst-optimierendes-personal-vertretungsmanagement-system-inklusion-und-schulbegleitung/756,Automatisiert lernendes und selbst optimierendes Personal-Vertretungsmanagement-System (Inklusion und Schulbegleitung).,https://www.civic-coding.de/community/projekt/automatisiert-lernendes-und-selbst-optimierendes-personal-vertretungsmanagement-system-inklusion-und-schulbegleitung/756,Civic Coding,Unbekannt,"System für organisationsübergreifendes Personalvertretungsmanagement für die Schulbegleitung (im Rahmen von Inklusion) mit KI-basierten Algorithmen, welches Vertretungszuordnungen in Echtzeit als Entscheidungsgrundlage für das Vertretungsmanagement zur Verfügung stellt.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
254,https://www.civic-coding.de/community/projekt/objekterkennung-zum-erkennen-und-warnen-vor-gefahren/754,Objekterkennung zum Erkennen und Warnen vor Gefahren,https://www.civic-coding.de/community/projekt/objekterkennung-zum-erkennen-und-warnen-vor-gefahren/754,Civic Coding,Unbekannt,"Wir wollen ein KI-System entwickeln, welches Objekte in Bildern erkennt und kenntlich macht, ob z.B. -Personen FFP2-Masken tragen -Mitarbeiter persönliche Schutzausrüstung tragen (Baustellenhelme, Haarnetze in der Gastronomie, Sicherheitsbrillen)",CC-BY-NC-ND 4.0,https://www.civic-coding.de
255,https://www.civic-coding.de/community/projekt/digitaler-lehr-und-lernassistent/752,Digitaler Lehr- und Lernassistent,https://www.civic-coding.de/community/projekt/digitaler-lehr-und-lernassistent/752,Civic Coding,Unbekannt,"Für Schüler: Humanoider Avatar, der Verständnisfragen zum Unterrichtsstoff beantwortet, bei den Hausaufgaben hilft und weiterführende Informationen bereitstellt. Für Lehrer: Chatbot zur Auswahl und Generierung von Unterrichtsmaterialien, Vorprüfung von Schülerarbeiten etc.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
256,https://www.civic-coding.de/community/projekt/kultur-fur-alle-software-zur-vermittlung-von-kostenlosen-karten-fur-kulturveranstaltungen/747,Kultur für alle - Software zur Vermittlung von kostenlosen Karten für Kulturveranstaltungen,https://www.civic-coding.de/community/projekt/kultur-fur-alle-software-zur-vermittlung-von-kostenlosen-karten-fur-kulturveranstaltungen/747,Civic Coding,Unbekannt,Software zur telefonischen Vermittlung von Karten für Kulturveranstaltungen an Menschen mit geringem Einkommen - kulturelle Teilhabe ermöglichen!,CC-BY-NC-ND 4.0,https://www.civic-coding.de
257,https://www.civic-coding.de/community/projekt/cybercraft-die-vernetzung-von-mensch-maschine-und-idee/743,"Cybercraft - die Vernetzung von Mensch, Maschine und Idee.",https://www.civic-coding.de/community/projekt/cybercraft-die-vernetzung-von-mensch-maschine-und-idee/743,Civic Coding,Unbekannt,"Ein Update für den Werkzeugkasten Im Handwerk! Künstliche Intelligenzen in Zusammenspiel mit Robotik und Maschinen können von Handwerkern kreativ genutzt werden, um neue Lösungen für alte Probleme zu finden, innovative Ideen umzusetzen und Arbeitsprozesse zu optimieren.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
258,https://www.civic-coding.de/community/projekt/ki-ampelsteuerung/742,KI Ampelsteuerung,https://www.civic-coding.de/community/projekt/ki-ampelsteuerung/742,Civic Coding,Unbekannt,Die Erschaffung einer vernetzten KI basierten Steuerung von Ampeln zur Verbesserung des Verkehrsflusses. Der Weg zur Arbeitstelle nimmt einen grossen Teil der Zeit ein. Ziel ist es die Wegezeit durch eine optimale Auslastung der vorhandenen Verkehrsinfrastruktur zu verkürzen.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
259,https://www.civic-coding.de/community/projekt/persoinformation/741,PersoInformation,https://www.civic-coding.de/community/projekt/persoinformation/741,Civic Coding,Unbekannt,"Welche Ident-Apps gibt es bereits auf dem Markt? Auf Grund der Erfahrungen aus den Pandemie-Jahren, möchte ich eine App entwickeln, worin sich die Angehörigen durch eine App legitimieren, um den Gesundheitszustand des Angehörigen zu erfragen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
260,https://www.civic-coding.de/community/projekt/ethischer-rahmen-zur-unterstutzung-von-innovationen/738,Ethischer Rahmen zur Unterstützung von Innovationen,https://www.civic-coding.de/community/projekt/ethischer-rahmen-zur-unterstutzung-von-innovationen/738,Civic Coding,Unbekannt,Wie kann ein adäquater ethischer Rahmen zur Unterstützung von gemeinwohlorientierten Innovationen gestaltet werden?,CC-BY-NC-ND 4.0,https://www.civic-coding.de
261,https://www.civic-coding.de/community/projekt/jeder-kann-ki-einfach-und-sicher-texte-und-bilder-mit-ki-generieren-und-audio-transkribieren/736,Jeder kann KI - Einfach und sicher Texte und Bilder mit KI generieren und Audio transkribieren,https://www.civic-coding.de/community/projekt/jeder-kann-ki-einfach-und-sicher-texte-und-bilder-mit-ki-generieren-und-audio-transkribieren/736,Civic Coding,Unbekannt,"KI, die Texte zusammenfasst, Lerninhalte einfach erklärt oder Fragen beantwortet, oder vielleicht ein Logo oder ein Bild erstellt ist aktuell in aller Munde. Für kleine Unternehmen oder Vereine ist solche Technologie aber nicht einfach zugänglich - und das wollen wir ändern.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
